duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,level,attack
-0.1555306375432657,1,45,1,-0.021987623897614543,-0.09689382021524633,-0.017623466417828065,-0.059102628812470526,-0.01945881750177951,-0.1135186487044408,-0.14399575238643006,-0.8903528819074208,-0.016493192194366957,-0.049452316505287724,-0.012637489525941997,-0.01425891125581136,-0.012910651579752332,-0.024019934013936324,-0.05231687026237759,0.0,-0.022094145100880702,-0.17106752844538511,1.6879798120871028,-0.12490526351899081,-0.34846026893665455,-0.34738227878018235,1.8301002216193547,1.8375631404207513,-1.6250936633532271,-0.13148924858812722,-0.38695397529844366,0.6500787797632825,-1.0802132895120669,-1.2135322235084451,-0.1383665708243164,-0.43184660773710704,-0.22997531066462218,-0.3581096175137789,-0.3527417742515304,1.9797469987628713,1.9290734136858467,0.6983098815504835,14
-0.1555306375432657,1,45,5,-0.021987623897614543,-0.09689382021524633,-0.017623466417828065,-0.059102628812470526,-0.01945881750177951,-0.1135186487044408,-0.14399575238643006,-0.8903528819074208,-0.016493192194366957,-0.049452316505287724,-0.012637489525941997,-0.01425891125581136,-0.012910651579752332,-0.024019934013936324,-0.05231687026237759,0.0,-0.022094145100880702,-0.17106752844538511,0.575479137052996,-0.32701045473188106,3.037159886520148,3.0045924222793556,-0.5730663156126071,-0.5650416095518679,-1.770549614174453,0.02286888618438019,-0.38695397529844366,0.6500787797632825,-1.2412381632089593,-1.3741975980018537,0.0428610997396379,-0.43184660773710704,-0.22997531066462218,3.3030334625278805,3.195039831811715,-0.6027055149610975,-0.565470533949583,0.6983098815504835,14
-0.1555306375432657,2,45,9,-0.021896673740899937,-0.09486736294076868,-0.017623466417828065,-0.059102628812470526,-0.01945881750177951,-0.1135186487044408,-0.14399575238643006,-0.8903528819074208,-0.016493192194366957,-0.049452316505287724,-0.012637489525941997,-0.01425891125581136,-0.012910651579752332,-0.024019934013936324,-0.05231687026237759,0.0,-0.022094145100880702,-0.17106752844538511,-0.5992593379830189,-0.32701045473188106,-0.34846026893665455,-0.34738227878018235,-0.5730663156126071,-0.5650416095518679,0.6294735743757693,-0.3630264507468882,-0.38695397529844366,0.6500787797632825,1.0220558948640293,0.8980698412620698,-0.4102080766702477,-0.3991954940236601,-0.22997531066462218,-0.3581096175137789,-0.3527417742515304,-0.6027055149610975,-0.565470533949583,-0.706723629063475,29
-0.1555306375432657,1,45,1,-0.021987623897614543,-0.09689382021524633,-0.017623466417828065,-0.059102628812470526,-0.01945881750177951,-0.1135186487044408,-0.14399575238643006,-0.8903528819074208,-0.016493192194366957,-0.049452316505287724,-0.012637489525941997,-0.01425891125581136,-0.012910651579752332,-0.024019934013936324,-0.05231687026237759,0.0,-0.022094145100880702,-0.17106752844538511,0.6221574870544271,-0.27087012383941156,-0.34846026893665455,-0.34738227878018235,1.8301002216193547,1.8375631404207513,-1.69782163876384,-0.13148924858812722,-0.38695397529844366,0.6500787797632825,-1.1965090316264893,-1.3282932052894514,-0.1383665708243164,-0.43184660773710704,-0.22997531066462218,-0.3581096175137789,-0.3527417742515304,1.9797469987628713,1.9290734136858467,0.6983098815504835,14
-0.1555306375432657,1,22,9,-0.0213023250423696,0.015975137281821886,-0.017623466417828065,-0.059102628812470526,-0.01945881750177951,-0.1135186487044408,-0.14399575238643006,1.1231003601149379,-0.016493192194366957,-0.049452316505287724,-0.012637489525941997,-0.01425891125581136,-0.012910651579752332,-0.024019934013936324,-0.05231687026237759,0.0,-0.022094145100880702,-0.17106752844538511,-0.5992593379830189,-0.32701045473188106,-0.34846026893665455,-0.34738227878018235,-0.5730663156126071,-0.5650416095518679,0.6294735743757693,-0.3630264507468882,-0.38695397529844366,-0.7536439756337592,1.0220558948640293,0.8980698412620698,-0.4102080766702477,-0.3991954940236601,0.0042335029971320905,-0.3581096175137789,-0.3527417742515304,-0.6027055149610975,-0.565470533949583,0.6983098815504835,16
-0.1555306375432657,1,22,9,-0.021359433280306678,-0.0784200701781479,-0.017623466417828065,-0.059102628812470526,-0.01945881750177951,-0.1135186487044408,-0.14399575238643006,1.1231003601149379,-0.016493192194366957,-0.049452316505287724,-0.012637489525941997,-0.01425891125581136,-0.012910651579752332,-0.024019934013936324,-0.05231687026237759,0.0,-0.022094145100880702,-0.17106752844538511,-0.5525809879815878,-0.23718592530392985,-0.34846026893665455,-0.34738227878018235,-0.5730663156126071,-0.5650416095518679,0.6294735743757693,-0.3630264507468882,0.4018596985534523,0.6500787797632825,1.0220558948640293,0.8980698412620698,-0.4102080766702477,-0.43184660773710704,-0.22997531066462218,-0.3581096175137789,-0.3527417742515304,-0.6027055149610975,-0.565470533949583,0.6983098815504835,16
-0.1555306375432657,1,22,9,-0.02153287311404151,-0.06795789541224011,-0.017623466417828065,-0.059102628812470526,-0.01945881750177951,-0.1135186487044408,-0.14399575238643006,1.1231003601149379,-0.016493192194366957,-0.049452316505287724,-0.012637489525941997,-0.01425891125581136,-0.012910651579752332,-0.024019934013936324,-0.05231687026237759,0.0,-0.022094145100880702,-0.17106752844538511,-0.5759201629823034,-0.29332625619639935,-0.34846026893665455,-0.34738227878018235,-0.5730663156126071,-0.5650416095518679,0.6294735743757693,-0.3630264507468882,-0.38695397529844366,-1.476773879929205,1.0131100685475352,0.8980698412620698,-0.4102080766702477,-0.36654438031021314,0.0042335029971320905,-0.3581096175137789,-0.3527417742515304,-0.6027055149610975,-0.565470533949583,0.6983098815504835,16
-0.1555306375432657,1,45,1,-0.021987623897614543,-0.09689382021524633,-0.017623466417828065,-0.059102628812470526,-0.01945881750177951,-0.1135186487044408,-0.14399575238643006,-0.8903528819074208,-0.016493192194366957,-0.049452316505287724,-0.012637489525941997,-0.01425891125581136,-0.012910651579752332,-0.024019934013936324,-0.05231687026237759,0.0,-0.022094145100880702,-0.17106752844538511,1.0811612620684992,-0.27087012383941156,-0.34846026893665455,-0.34738227878018235,1.8301002216193547,1.8375631404207513,-1.7220642972340443,-0.09289971489500033,-0.38695397529844366,0.6500787797632825,-1.1965090316264893,-1.3282932052894514,-0.1383665708243164,-0.43184660773710704,-0.22997531066462218,-0.3581096175137789,-0.3527417742515304,1.9797469987628713,1.9290734136858467,0.6983098815504835,14
-0.1555306375432657,1,22,9,-0.021325591361529152,-0.04514846934602674,-0.017623466417828065,-0.059102628812470526,-0.01945881750177951,-0.1135186487044408,-0.14399575238643006,1.1231003601149379,-0.016493192194366957,-0.049452316505287724,-0.012637489525941997,-0.01425891125581136,-0.012910651579752332,-0.024019934013936324,-0.05231687026237759,0.0,-0.022094145100880702,-0.17106752844538511,-0.5292418129808724,-0.22595785912543592,-0.34846026893665455,-0.34738227878018235,-0.5730663156126071,-0.5650416095518679,0.6294735743757693,-0.3630264507468882,-0.38695397529844366,-1.6894591458984536,1.0220558948640293,0.8980698412620698,-0.4102080766702477,-0.33389326659676627,0.23844231665888638,-0.3581096175137789,-0.3527417742515304,-0.6027055149610975,-0.565470533949583,0.6983098815504835,16
-0.1555306375432657,1,45,5,-0.021987623897614543,-0.09689382021524633,-0.017623466417828065,-0.059102628812470526,-0.01945881750177951,-0.1135186487044408,-0.14399575238643006,-0.8903528819074208,-0.016493192194366957,-0.049452316505287724,-0.012637489525941997,-0.01425891125581136,-0.012910651579752332,-0.024019934013936324,-0.05231687026237759,0.0,-0.022094145100880702,-0.17106752844538511,1.6724203620866258,-0.1473613958759786,3.037159886520148,3.0045924222793556,-0.5730663156126071,-0.5650416095518679,-1.6493363218234316,-0.13148924858812722,-0.38695397529844366,0.6500787797632825,-1.0981049421450548,-1.2364844198646463,-0.09305965318332778,-0.43184660773710704,-0.22997531066462218,3.3030334625278805,3.195039831811715,-0.6027055149610975,-0.565470533949583,0.6983098815504835,14
